Position (19 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (15 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (10 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (5m)	time (year)	Gk/KM	ηK	ηM	displacement (m)		Position (0 m)	time (year)	Gk/KM	ηK	ηM	displacement (m)
1	8	0.4	600000	8000000	-0.0413		2	8	0.4	600000	8000000	-0.0394		3	8	0.4	600000	8000000	-0.0377		4	8	0.4	600000	8000000	-0.0363		5	8	0.4	600000	8000000	-0.0346
1	9	0.4	600000	8000000	-0.0423		2	9	0.4	600000	8000000	-0.0405		3	9	0.4	600000	8000000	-0.0388		4	9	0.4	600000	8000000	-0.0375		5	9	0.4	600000	8000000	-0.0359
1	10	0.4	600000	8000000	-0.0431		2	10	0.4	600000	8000000	-0.0414		3	10	0.4	600000	8000000	-0.0399		4	10	0.4	600000	8000000	-0.0386		5	10	0.4	600000	8000000	-0.0370
1	11	0.4	600000	8000000	-0.0439		2	11	0.4	600000	8000000	-0.0423		3	11	0.4	600000	8000000	-0.0408		4	11	0.4	600000	8000000	-0.0396		5	11	0.4	600000	8000000	-0.0381
1	12	0.4	600000	8000000	-0.0446		2	12	0.4	600000	8000000	-0.0430		3	12	0.4	600000	8000000	-0.0417		4	12	0.4	600000	8000000	-0.0406		5	12	0.4	600000	8000000	-0.0390
1	13	0.4	600000	8000000	-0.0452		2	13	0.4	600000	8000000	-0.0437		3	13	0.4	600000	8000000	-0.0425		4	13	0.4	600000	8000000	-0.0414		5	13	0.4	600000	8000000	-0.0399
1	14	0.4	600000	8000000	-0.0458		2	14	0.4	600000	8000000	-0.0444		3	14	0.4	600000	8000000	-0.0432		4	14	0.4	600000	8000000	-0.0422		5	14	0.4	600000	8000000	-0.0407
1	15	0.4	600000	8000000	-0.0464		2	15	0.4	600000	8000000	-0.0450		3	15	0.4	600000	8000000	-0.0438		4	15	0.4	600000	8000000	-0.0429		5	15	0.4	600000	8000000	-0.0415
1	1	0.4	800000	8000000	-0.0286		2	1	0.4	800000	8000000	-0.0255		3	1	0.4	800000	8000000	-0.0226		4	1	0.4	800000	8000000	-0.0203		5	1	0.4	800000	8000000	-0.0182
1	2	0.4	800000	8000000	-0.0308		2	2	0.4	800000	8000000	-0.0279		3	2	0.4	800000	8000000	-0.0251		4	2	0.4	800000	8000000	-0.0230		5	2	0.4	800000	8000000	-0.0209
1	3	0.4	800000	8000000	-0.0327		2	3	0.4	800000	8000000	-0.0299		3	3	0.4	800000	8000000	-0.0273		4	3	0.4	800000	8000000	-0.0253		5	3	0.4	800000	8000000	-0.0233
1	4	0.4	800000	8000000	-0.0343		2	4	0.4	800000	8000000	-0.0317		3	4	0.4	800000	8000000	-0.0293		4	4	0.4	800000	8000000	-0.0273		5	4	0.4	800000	8000000	-0.0254
1	5	0.4	800000	8000000	-0.0358		2	5	0.4	800000	8000000	-0.0333		3	5	0.4	800000	8000000	-0.0310		4	5	0.4	800000	8000000	-0.0292		5	5	0.4	800000	8000000	-0.0273
1	6	0.4	800000	8000000	-0.0371		2	6	0.4	800000	8000000	-0.0348		3	6	0.4	800000	8000000	-0.0326		4	6	0.4	800000	8000000	-0.0308		5	6	0.4	800000	8000000	-0.0290
1	7	0.4	800000	8000000	-0.0383		2	7	0.4	800000	8000000	-0.0361		3	7	0.4	800000	8000000	-0.0340		4	7	0.4	800000	8000000	-0.0323		5	7	0.4	800000	8000000	-0.0305
1	8	0.4	800000	8000000	-0.0393		2	8	0.4	800000	8000000	-0.0372		3	8	0.4	800000	8000000	-0.0353		4	8	0.4	800000	8000000	-0.0337		5	8	0.4	800000	8000000	-0.0319
1	9	0.4	800000	8000000	-0.0403		2	9	0.4	800000	8000000	-0.0383		3	9	0.4	800000	8000000	-0.0364		4	9	0.4	800000	8000000	-0.0349		5	9	0.4	800000	8000000	-0.0331
1	10	0.4	800000	8000000	-0.0412		2	10	0.4	800000	8000000	-0.0392		3	10	0.4	800000	8000000	-0.0375		4	10	0.4	800000	8000000	-0.0360		5	10	0.4	800000	8000000	-0.0343
1	11	0.4	800000	8000000	-0.0419		2	11	0.4	800000	8000000	-0.0401		3	11	0.4	800000	8000000	-0.0384		4	11	0.4	800000	8000000	-0.0370		5	11	0.4	800000	8000000	-0.0354
1	12	0.4	800000	8000000	-0.0427		2	12	0.4	800000	8000000	-0.0409		3	12	0.4	800000	8000000	-0.0393		4	12	0.4	800000	8000000	-0.0380		5	12	0.4	800000	8000000	-0.0363
1	13	0.4	800000	8000000	-0.0433		2	13	0.4	800000	8000000	-0.0416		3	13	0.4	800000	8000000	-0.0401		4	13	0.4	800000	8000000	-0.0389		5	13	0.4	800000	8000000	-0.0372
1	14	0.4	800000	8000000	-0.0440		2	14	0.4	800000	8000000	-0.0423		3	14	0.4	800000	8000000	-0.0409		4	14	0.4	800000	8000000	-0.0397		5	14	0.4	800000	8000000	-0.0381
1	15	0.4	800000	8000000	-0.0445		2	15	0.4	800000	8000000	-0.0429		3	15	0.4	800000	8000000	-0.0416		4	15	0.4	800000	8000000	-0.0404		5	15	0.4	800000	8000000	-0.0389
1	1	0.4	1000000	8000000	-0.0282		2	1	0.4	1000000	8000000	-0.0251		3	1	0.4	1000000	8000000	-0.0221		4	1	0.4	1000000	8000000	-0.0198		5	1	0.4	1000000	8000000	-0.0177
1	2	0.4	1000000	8000000	-0.0300		2	2	0.4	1000000	8000000	-0.0270		3	2	0.4	1000000	8000000	-0.0243		4	2	0.4	1000000	8000000	-0.0220		5	2	0.4	1000000	8000000	-0.0200
1	3	0.4	1000000	8000000	-0.0317		2	3	0.4	1000000	8000000	-0.0288		3	3	0.4	1000000	8000000	-0.0262		4	3	0.4	1000000	8000000	-0.0241		5	3	0.4	1000000	8000000	-0.0220
1	4	0.4	1000000	8000000	-0.0332		2	4	0.4	1000000	8000000	-0.0305		3	4	0.4	1000000	8000000	-0.0279		4	4	0.4	1000000	8000000	-0.0259		5	4	0.4	1000000	8000000	-0.0239
1	5	0.4	1000000	8000000	-0.0345		2	5	0.4	1000000	8000000	-0.0319		3	5	0.4	1000000	8000000	-0.0295		4	5	0.4	1000000	8000000	-0.0276		5	5	0.4	1000000	8000000	-0.0256
1	6	0.4	1000000	8000000	-0.0357		2	6	0.4	1000000	8000000	-0.0333		3	6	0.4	1000000	8000000	-0.0309		4	6	0.4	1000000	8000000	-0.0291		5	6	0.4	1000000	8000000	-0.0272
1	7	0.4	1000000	8000000	-0.0368		2	7	0.4	1000000	8000000	-0.0345		3	7	0.4	1000000	8000000	-0.0323		4	7	0.4	1000000	8000000	-0.0305		5	7	0.4	1000000	8000000	-0.0286
1	8	0.4	1000000	8000000	-0.0379		2	8	0.4	1000000	8000000	-0.0356		3	8	0.4	1000000	8000000	-0.0335		4	8	0.4	1000000	8000000	-0.0317		5	8	0.4	1000000	8000000	-0.0299
1	9	0.4	1000000	8000000	-0.0388		2	9	0.4	1000000	8000000	-0.0366		3	9	0.4	1000000	8000000	-0.0346		4	9	0.4	1000000	8000000	-0.0329		5	9	0.4	1000000	8000000	-0.0311
1	10	0.4	1000000	8000000	-0.0396		2	10	0.4	1000000	8000000	-0.0375		3	10	0.4	1000000	8000000	-0.0356		4	10	0.4	1000000	8000000	-0.0340		5	10	0.4	1000000	8000000	-0.0322
1	11	0.4	1000000	8000000	-0.0404		2	11	0.4	1000000	8000000	-0.0384		3	11	0.4	1000000	8000000	-0.0366		4	11	0.4	1000000	8000000	-0.0350		5	11	0.4	1000000	8000000	-0.0333
1	12	0.4	1000000	8000000	-0.0411		2	12	0.4	1000000	8000000	-0.0392		3	12	0.4	1000000	8000000	-0.0374		4	12	0.4	1000000	8000000	-0.0360		5	12	0.4	1000000	8000000	-0.0343
1	13	0.4	1000000	8000000	-0.0418		2	13	0.4	1000000	8000000	-0.0400		3	13	0.4	1000000	8000000	-0.0383		4	13	0.4	1000000	8000000	-0.0368		5	13	0.4	1000000	8000000	-0.0352
1	14	0.4	1000000	8000000	-0.0425		2	14	0.4	1000000	8000000	-0.0406		3	14	0.4	1000000	8000000	-0.0390		4	14	0.4	1000000	8000000	-0.0377		5	14	0.4	1000000	8000000	-0.0360
1	15	0.4	1000000	8000000	-0.0430		2	15	0.4	1000000	8000000	-0.0413		3	15	0.4	1000000	8000000	-0.0397		4	15	0.4	1000000	8000000	-0.0384		5	15	0.4	1000000	8000000	-0.0368
1	1	0.4	200000	10000000	-0.0338		2	1	0.4	200000	10000000	-0.0311		3	1	0.4	200000	10000000	-0.0286		4	1	0.4	200000	10000000	-0.0266		5	1	0.4	200000	10000000	-0.0247
1	2	0.4	200000	10000000	-0.0384		2	2	0.4	200000	10000000	-0.0362		3	2	0.4	200000	10000000	-0.0341		4	2	0.4	200000	10000000	-0.0325		5	2	0.4	200000	10000000	-0.0307
1	3	0.4	200000	10000000	-0.0414		2	3	0.4	200000	10000000	-0.0395		3	3	0.4	200000	10000000	-0.0378		4	3	0.4	200000	10000000	-0.0364		5	3	0.4	200000	10000000	-0.0348
1	4	0.4	200000	10000000	-0.0436		2	4	0.4	200000	10000000	-0.0419		3	4	0.4	200000	10000000	-0.0405		4	4	0.4	200000	10000000	-0.0393		5	4	0.4	200000	10000000	-0.0377
1	5	0.4	200000	10000000	-0.0451		2	5	0.4	200000	10000000	-0.0436		3	5	0.4	200000	10000000	-0.0424		4	5	0.4	200000	10000000	-0.0414		5	5	0.4	200000	10000000	-0.0399
1	6	0.4	200000	10000000	-0.0464		2	6	0.4	200000	10000000	-0.0450		3	6	0.4	200000	10000000	-0.0439		4	6	0.4	200000	10000000	-0.0430		5	6	0.4	200000	10000000	-0.0417
1	7	0.4	200000	10000000	-0.0474		2	7	0.4	200000	10000000	-0.0461		3	7	0.4	200000	10000000	-0.0451		4	7	0.4	200000	10000000	-0.0444		5	7	0.4	200000	10000000	-0.0431
1	8	0.4	200000	10000000	-0.0482		2	8	0.4	200000	10000000	-0.0470		3	8	0.4	200000	10000000	-0.0460		4	8	0.4	200000	10000000	-0.0454		5	8	0.4	200000	10000000	-0.0442
1	9	0.4	200000	10000000	-0.0489		2	9	0.4	200000	10000000	-0.0477		3	9	0.4	200000	10000000	-0.0468		4	9	0.4	200000	10000000	-0.0463		5	9	0.4	200000	10000000	-0.0451
1	10	0.4	200000	10000000	-0.0495		2	10	0.4	200000	10000000	-0.0483		3	10	0.4	200000	10000000	-0.0475		4	10	0.4	200000	10000000	-0.0471		5	10	0.4	200000	10000000	-0.0459
1	11	0.4	200000	10000000	-0.0500		2	11	0.4	200000	10000000	-0.0488		3	11	0.4	200000	10000000	-0.0480		4	11	0.4	200000	10000000	-0.0477		5	11	0.4	200000	10000000	-0.0466
1	12	0.4	200000	10000000	-0.0505		2	12	0.4	200000	10000000	-0.0493		3	12	0.4	200000	10000000	-0.0485		4	12	0.4	200000	10000000	-0.0482		5	12	0.4	200000	10000000	-0.0472
1	13	0.4	200000	10000000	-0.0508		2	13	0.4	200000	10000000	-0.0496		3	13	0.4	200000	10000000	-0.0489		4	13	0.4	200000	10000000	-0.0487		5	13	0.4	200000	10000000	-0.0476
1	14	0.4	200000	10000000	-0.0512		2	14	0.4	200000	10000000	-0.0500		3	14	0.4	200000	10000000	-0.0492		4	14	0.4	200000	10000000	-0.0490		5	14	0.4	200000	10000000	-0.0481
1	15	0.4	200000	10000000	-0.0515		2	15	0.4	200000	10000000	-0.0503		3	15	0.4	200000	10000000	-0.0495		4	15	0.4	200000	10000000	-0.0494		5	15	0.4	200000	10000000	-0.0484
1	1	0.4	400000	10000000	-0.0305		2	1	0.4	400000	10000000	-0.0276		3	1	0.4	400000	10000000	-0.0248		4	1	0.4	400000	10000000	-0.0227		5	1	0.4	400000	10000000	-0.0206
1	2	0.4	400000	10000000	-0.0339		2	2	0.4	400000	10000000	-0.0313		3	2	0.4	400000	10000000	-0.0288		4	2	0.4	400000	10000000	-0.0268		5	2	0.4	400000	10000000	-0.0248
1	3	0.4	400000	10000000	-0.0365		2	3	0.4	400000	10000000	-0.0341		3	3	0.4	400000	10000000	-0.0319		4	3	0.4	400000	10000000	-0.0301		5	3	0.4	400000	10000000	-0.0282
1	4	0.4	400000	10000000	-0.0386		2	4	0.4	400000	10000000	-0.0365		3	4	0.4	400000	10000000	-0.0344		4	4	0.4	400000	10000000	-0.0328		5	4	0.4	400000	10000000	-0.0310
1	5	0.4	400000	10000000	-0.0403		2	5	0.4	400000	10000000	-0.0383		3	5	0.4	400000	10000000	-0.0365		4	5	0.4	400000	10000000	-0.0350		5	5	0.4	400000	10000000	-0.0333
1	6	0.4	400000	10000000	-0.0417		2	6	0.4	400000	10000000	-0.0399		3	6	0.4	400000	10000000	-0.0382		4	6	0.4	400000	10000000	-0.0368		5	6	0.4	400000	10000000	-0.0352
1	7	0.4	400000	10000000	-0.0429		2	7	0.4	400000	10000000	-0.0412		3	7	0.4	400000	10000000	-0.0397		4	7	0.4	400000	10000000	-0.0384		5	7	0.4	400000	10000000	-0.0368
1	8	0.4	400000	10000000	-0.0439		2	8	0.4	400000	10000000	-0.0423		3	8	0.4	400000	10000000	-0.0409		4	8	0.4	400000	10000000	-0.0397		5	8	0.4	400000	10000000	-0.0382
1	9	0.4	400000	10000000	-0.0448		2	9	0.4	400000	10000000	-0.0433		3	9	0.4	400000	10000000	-0.0420		4	9	0.4	400000	10000000	-0.0409		5	9	0.4	400000	10000000	-0.0394
1	10	0.4	400000	10000000	-0.0456		2	10	0.4	400000	10000000	-0.0441		3	10	0.4	400000	10000000	-0.0429		4	10	0.4	400000	10000000	-0.0420		5	10	0.4	400000	10000000	-0.0405
1	11	0.4	400000	10000000	-0.0463		2	11	0.4	400000	10000000	-0.0449		3	11	0.4	400000	10000000	-0.0438		4	11	0.4	400000	10000000	-0.0429		5	11	0.4	400000	10000000	-0.0415
1	12	0.4	400000	10000000	-0.0469		2	12	0.4	400000	10000000	-0.0456		3	12	0.4	400000	10000000	-0.0445		4	12	0.4	400000	10000000	-0.0437		5	12	0.4	400000	10000000	-0.0423
1	13	0.4	400000	10000000	-0.0475		2	13	0.4	400000	10000000	-0.0462		3	13	0.4	400000	10000000	-0.0452		4	13	0.4	400000	10000000	-0.0444		5	13	0.4	400000	10000000	-0.0431
1	14	0.4	400000	10000000	-0.0480		2	14	0.4	400000	10000000	-0.0467		3	14	0.4	400000	10000000	-0.0458		4	14	0.4	400000	10000000	-0.0451		5	14	0.4	400000	10000000	-0.0438
1	15	0.4	400000	10000000	-0.0485		2	15	0.4	400000	10000000	-0.0472		3	15	0.4	400000	10000000	-0.0463		4	15	0.4	400000	10000000	-0.0457		5	15	0.4	400000	10000000	-0.0444
1	1	0.4	600000	10000000	-0.0292		2	1	0.4	600000	10000000	-0.0262		3	1	0.4	600000	10000000	-0.0234		4	1	0.4	600000	10000000	-0.0211		5	1	0.4	600000	10000000	-0.0190
1	2	0.4	600000	10000000	-0.0318		2	2	0.4	600000	10000000	-0.0290		3	2	0.4	600000	10000000	-0.0264		4	2	0.4	600000	10000000	-0.0243		5	2	0.4	600000	10000000	-0.0222
1	3	0.4	600000	10000000	-0.0340		2	3	0.4	600000	10000000	-0.0314		3	3	0.4	600000	10000000	-0.0290		4	3	0.4	600000	10000000	-0.0270		5	3	0.4	600000	10000000	-0.0250
1	4	0.4	600000	10000000	-0.0359		2	4	0.4	600000	10000000	-0.0335		3	4	0.4	600000	10000000	-0.0312		4	4	0.4	600000	10000000	-0.0293		5	4	0.4	600000	10000000	-0.0274
1	5	0.4	600000	10000000	-0.0375		2	5	0.4	600000	10000000	-0.0352		3	5	0.4	600000	10000000	-0.0331		4	5	0.4	600000	10000000	-0.0313		5	5	0.4	600000	10000000	-0.0295
1	6	0.4	600000	10000000	-0.0389		2	6	0.4	600000	10000000	-0.0367		3	6	0.4	600000	10000000	-0.0347		4	6	0.4	600000	10000000	-0.0331		5	6	0.4	600000	10000000	-0.0313
1	7	0.4	600000	10000000	-0.0401		2	7	0.4	600000	10000000	-0.0380		3	7	0.4	600000	10000000	-0.0362		4	7	0.4	600000	10000000	-0.0346		5	7	0.4	600000	10000000	-0.0329
1	8	0.4	600000	10000000	-0.0411		2	8	0.4	600000	10000000	-0.0392		3	8	0.4	600000	10000000	-0.0374		4	8	0.4	600000	10000000	-0.0360		5	8	0.4	600000	10000000	-0.0343
